Student Roll No,Course Number,Reason for Not allotting Preference
ME16B060,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
ME16B061,ME2200$outside,Already allotted to inside department version of the course
ME16B063,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
ME16B063,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
ME16B063,ID5030$inside,Slot Clash with core course HS0000
ME16B063,ID5030$outside,Slot Clash with core course HS0000
ME16B064,MA2040$inside,Course capacity is full.
ME16B064,MA2040$outside,Course capacity is full.
ME16B067,ME6999$outside,Already allotted to inside department version of the course
ME16B068,ID5030$inside,Slot Clash with core course HS0000
ME16B068,ID5030$outside,Slot Clash with core course HS0000
ME16B068,ME2200$outside,Already allotted to inside department version of the course
ME16B069,MA2040$inside,Course capacity is full.
ME16B069,MA2040$outside,Course capacity is full.
ME16B069,MA2031$inside,Course capacity is full.
ME16B069,MA2031$outside,Course capacity is full.
ME16B069,MA2030$inside,Course capacity is full.
ME16B069,MA2030$outside,Course capacity is full.
ME16B069,ME2200$inside,Course capacity is full.
ME16B069,ME2200$outside,Course capacity is full.
ME16B070,ME2200$outside,Already allotted to inside department version of the course
ME16B070,MA2040$inside,Course capacity is full.
ME16B070,MA2040$outside,Course capacity is full.
ME16B071,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
ME16B071,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
ME16B071,ID5030$inside,Slot Clash with core course HS0000
ME16B071,ID5030$outside,Slot Clash with core course HS0000
ME16B072,ME2200$outside,Already allotted to inside department version of the course
ME16B074,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
ME16B074,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are BT1010(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2031(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 5 remaining elective credits.
ME16B074,ID5030$inside,Slot Clash with core course HS0000
ME16B074,ID5030$outside,Slot Clash with core course HS0000
ME16B076,ME2200$outside,Already allotted to inside department version of the course
ME16B077,ME2200$outside,Already allotted to inside department version of the course
ME16B078,ME2200$outside,Already allotted to inside department version of the course
ME16B101,MA2040$inside,Course capacity is full.
ME16B101,MA2040$outside,Course capacity is full.
ME16B101,MA2031$inside,Course capacity is full.
ME16B101,MA2031$outside,Course capacity is full.
ME16B101,MA2030$inside,Course capacity is full.
ME16B101,MA2030$outside,Course capacity is full.
ME16B101,ME2200$inside,Course capacity is full.
ME16B101,ME2200$outside,Course capacity is full.
ME16B102,ME2200$outside,Already allotted to inside department version of the course
ME16B102,MA2030$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and the following electives which have a higher preference got allotted : ME2200(10 credits)+ and MA2030 takes 9 credits which is greater than the remaining 3 elective credits.
ME16B102,MA2030$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and the following electives which have a higher preference got allotted : ME2200(10 credits)+ and MA2030 takes 9 credits which is greater than the remaining 3 elective credits.
ME16B102,MA2031$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and the following electives which have a higher preference got allotted : ME2200(10 credits)+ and MA2031 takes 9 credits which is greater than the remaining 3 elective credits.
ME16B102,MA2031$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and the following electives which have a higher preference got allotted : ME2200(10 credits)+ and MA2031 takes 9 credits which is greater than the remaining 3 elective credits.
ME16B105,MA2040$inside,Course capacity is full.
ME16B105,MA2040$outside,Course capacity is full.
ME16B106,MA2040$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ID1200(0 credits)+HS1090(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and MA2040 takes 9 credits which is greater than the 4 remaining elective credits.
ME16B106,MA2040$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ID1200(0 credits)+HS1090(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and MA2040 takes 9 credits which is greater than the 4 remaining elective credits.
ME16B108,MA2040$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+HS1090(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and MA2040 takes 9 credits which is greater than the 4 remaining elective credits.
ME16B108,MA2040$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+HS1090(9 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+HS0000(9 credits)+ and MA2040 takes 9 credits which is greater than the 4 remaining elective credits.
ME16B109,MA2040$inside,Course capacity is full.
ME16B109,MA2040$outside,Course capacity is full.
ME16B109,MA2031$inside,Course capacity is full.
ME16B109,MA2031$outside,Course capacity is full.
ME16B109,MA2030$inside,Course capacity is full.
ME16B109,MA2030$outside,Course capacity is full.
ME16B109,ME2200$inside,Course capacity is full.
ME16B109,ME2200$outside,Course capacity is full.
ME16B111,ME2200$outside,Already allotted to inside department version of the course
ME16B111,MA2040$inside,Course capacity is full.
ME16B111,MA2040$outside,Course capacity is full.
ME16B111,MA2031$inside,Course capacity is full.
ME16B111,MA2031$outside,Course capacity is full.
ME16B111,MA2030$inside,Course capacity is full.
ME16B111,MA2030$outside,Course capacity is full.
ME16B113,MA2030$inside,Course capacity is full.
ME16B113,ME2200$outside,Already allotted to inside department version of the course
ME16B115,ME2200$outside,Already allotted to inside department version of the course
ME16B118,ME2200$outside,Already allotted to inside department version of the course
ME16B119,ME2200$outside,Already allotted to inside department version of the course
ME16B119,MA2040$inside,Course capacity is full.
ME16B119,MA2040$outside,Course capacity is full.
ME16B119,MA2031$inside,Course capacity is full.
ME16B119,MA2031$outside,Course capacity is full.
ME16B119,MA2030$inside,Course capacity is full.
ME16B119,MA2030$outside,Course capacity is full.
ME16B120,MA2040$inside,Course capacity is full.
ME16B120,MA2040$outside,Course capacity is full.
ME16B120,MA2030$inside,Course capacity is full.
ME16B120,MA2030$outside,Course capacity is full.
ME16B121,MA2040$inside,Course capacity is full.
ME16B121,MA2040$outside,Course capacity is full.
ME16B121,MA2030$inside,Course capacity is full.
ME16B121,MA2030$outside,Course capacity is full.
ME16B121,ME2200$outside,Already allotted to inside department version of the course
ME16B122,ME2200$outside,Already allotted to inside department version of the course
ME16B122,MA2040$inside,Course capacity is full.
ME16B122,MA2040$outside,Course capacity is full.
ME16B122,MA2031$inside,Course capacity is full.
ME16B122,MA2031$outside,Course capacity is full.
ME16B122,MA2030$inside,Course capacity is full.
ME16B122,MA2030$outside,Course capacity is full.
ME16B124,MA2031$inside,Course capacity is full.
ME16B124,MA2031$outside,Course capacity is full.
ME16B124,MA2030$inside,Course capacity is full.
ME16B124,MA2030$outside,Course capacity is full.
ME16B124,MA2040$inside,Course capacity is full.
ME16B124,MA2040$outside,Course capacity is full.
ME16B125,MA2040$inside,Course capacity is full.
ME16B125,MA2040$outside,Course capacity is full.
ME16B125,MA2031$inside,Course capacity is full.
ME16B125,MA2031$outside,Course capacity is full.
ME16B125,MA2030$inside,Course capacity is full.
ME16B125,MA2030$outside,Course capacity is full.
ME16B126,MA2030$inside,Course capacity is full.
ME16B126,MA2040$inside,Slot Clash with already allotted elective course MA2030
ME16B126,MA2040$outside,Slot Clash with already allotted elective course MA2030
ME16B126,MA2031$inside,Slot Clash with already allotted elective course MA2030
ME16B126,MA2031$outside,Slot Clash with already allotted elective course MA2030
ME16B126,ME2200$outside,Already allotted to inside department version of the course
ME16B128,MA2031$inside,Course capacity is full.
ME16B128,MA2031$outside,Course capacity is full.
ME16B128,MA2030$inside,Course capacity is full.
ME16B128,MA2030$outside,Course capacity is full.
ME16B128,MA2040$inside,Course capacity is full.
ME16B128,MA2040$outside,Course capacity is full.
ME16B129,MA2031$inside,Course capacity is full.
ME16B129,MA2031$outside,Course capacity is full.
ME16B129,MA2030$inside,Course capacity is full.
ME16B129,MA2030$outside,Course capacity is full.
ME16B129,MA2040$inside,Course capacity is full.
ME16B129,MA2040$outside,Course capacity is full.
ME16B130,MA2030$inside,Course capacity is full.
ME16B130,MA2040$inside,Slot Clash with already allotted elective course MA2030
ME16B130,MA2040$outside,Slot Clash with already allotted elective course MA2030
ME16B130,MA2031$inside,Slot Clash with already allotted elective course MA2030
ME16B130,MA2031$outside,Slot Clash with already allotted elective course MA2030
ME16B131,ME2200$inside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
ME16B131,ME2200$outside,For this student max credits in semester is 63 and Core courses registered are ME1100(10 credits)+ME2100(10 credits)+ME2300(10 credits)+ME2400(11 credits)+MA2040(9 credits)+HS0000(9 credits)+ and ME2200 takes 10 credits which is greater than the 4 remaining elective credits.
